OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE,SALE OUT OF
Jeep,Compass,SUV,17.79,2021,10,1324,1324
Jeep,Wrangler,SUV,56.33,2021,10,,1324
Kia,Carnival,Van,25.48,2021,10,400,16331
Kia,Seltos,SUV,9.95,2021,10,10488,16331
Kia,Sonet,SUV,9.95,2021,10,5443,16331
Mahindra,Alturas G4,SUV,28.85,2021,10,40,20034
Mahindra,Bolero,SUV,8.99,2021,10,6375,20034
Mahindra,KUV100,SUV,6.19,2021,10,1,20034
Mahindra,Marazzo,SUV,12.79,2021,10,12,20034
Mahindra,Scorpio,SUV,13.18,2021,10,3304,20034
Mahindra,Thar,SUV,13.17,2021,10,2692,20034
Mahindra,"Verito, Vibe",Sedan,10,2021,10,,20034
Mahindra,XUV300,SUV,8.16,2021,10,4203,20034
Mahindra,XUV500,SUV,13,2021,10,,20034
Mahindra,XUV700,SUV,12.96,2021,10,3407,20034
Maruti Suzuki,Alto,Hatchback,3.25,2021,10,17389,108991
Maruti Suzuki,Baleno,Hatchback,6.03,2021,10,15573,108991
Maruti Suzuki,Celerio,Hatchback,5.14,2021,10,1999,108991
Maruti Suzuki,Ciaz,Sedan,8.67,2021,10,1069,108991
Maruti Suzuki,Dzire,Sedan,6.09,2021,10,8077,108991
Maruti Suzuki,Eeco,Van,4.53,2021,10,10320,108991
Maruti Suzuki,Ertiga,MUV,8.11,2021,10,12923,108991
Maruti Suzuki,Ignis,Hatchback,5.08,2021,10,1526,108991
Maruti Suzuki,S-Cross,SUV,8.6,2021,10,1524,108991
Maruti Suzuki,S-Presso,SUV,3.85,2021,10,4442,108991
Maruti Suzuki,Swift,Hatchback,5.9,2021,10,9180,108991
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,10,8032,108991
Maruti Suzuki,WagonR,Hatchback,5.16,2021,10,12335,108991
Maruti Suzuki,XL6,MUV,10.01,2021,10,4602,108991
MG,Astor,SUV,9.98,2021,10,,2863
MG,Gloster,SUV,30.99,2021,10,260,2863
MG,Hector,SUV,13.95,2021,10,2478,2863
MG,ZS EV,SUV,21.49,2021,10,125,2863
Nissan,Kicks,SUV,9.5,2021,10,230,3619
Nissan,Magnite,SUV,5.77,2021,10,3389,3619
Renault,Duster,SUV,9.85,2021,10,786,8910
Renault,Kiger,SUV,5.79,2021,10,2643,8910
Renault,Kwid,Hatchback,4.24,2021,10,2723,8910
Renault,Triber,MUV,5.67,2021,10,2758,8910
Skoda,Karoq,SUV,24.99,2021,10,17,3065
Skoda,Kodiaq,SUV,34.99,2021,10,,3065
Skoda,Kushaq,SUV,10.98,2021,10,2413,3065
Skoda,Octavia,Sedan,26.29,2021,10,219,3065
Skoda,Rapid,Sedan,11.99,2021,10,165,3065
Skoda,Superb,Sedan,32.85,2021,10,251,3065
Tata,Altroz,Hatchback,5.99,2021,10,5128,33926
Tata,Harrier,SUV,14.49,2021,10,3097,33926
Tata,Nexon,SUV,7.39,2021,10,10096,33926
Tata,Punch,SUV,5.56,2021,10,8453,33926
Tata,Safari,MUV,14.99,2021,10,1735,33926
Tata,Tiago,Hatchback,5.19,2021,10,4040,33926
Tata,Tigor,Hatchback,5.79,2021,10,1377,33926
Toyota,Camry,Sedan,41.7,2021,10,72,12440
Toyota,Fortuner,MUV,31.38,2021,10,1893,12440
Toyota,Glanza,Hatchback,7.69,2021,10,2202,12440
Toyota,Innova,MUV,17.3,2021,10,6096,12440
Toyota,Urban Cruiser,SUV,8.87,2021,10,2100,12440
Toyota,Vellfire,Van,89.85,2021,10,77,12440
Toyota,Yaris,Sedan,9.29,2021,10,,12440
Volkswagen,Polo,Hatchback,6.49,2021,10,319,3077
Volkswagen,Taigun,SUV,11,2021,10,2551,3077
Volkswagen,Tiguan,SUV,11,2021,10,,3077
Volkswagen,T-Roc,SUV,21.35,2021,10,80,3077
Volkswagen,Vento,Sedan,10,2021,10,127,3077
Datsun,Go,Hatchback,4.03,2021,11,,259
Datsun,Go Plus,MUV,4.26,2021,11,,259
Datsun,RediGo,Hatchback,3.98,2021,11,259,259
Honda,Amaze,Sedan,6.39,2021,11,2344,5457
Honda,City,Sedan,11.23,2021,11,2666,5457
Honda,Jazz,Hatchback,7.72,2021,11,327,5457
Honda,WRV,SUV,8.83,2021,11,120,5457
Hyundai,Alcazar,SUV,16.34,2021,11,2453,37001
Hyundai,Creta,SUV,10.22,2021,11,10300,37001
Hyundai,Elantra,Sedan,17.86,2021,11,,37001
Hyundai,Grand i10,Hatchback,5,2021,11,5466,37001
Hyundai,i20,Hatchback,4.88,2021,11,4391,37001
Hyundai,Kona,Electric,23,2021,11,,37001
Hyundai,Santro,Hatchback,3.13,2021,11,2141,37001
Hyundai,Tucson,SUV,23,2021,11,108,37001
Hyundai,Venue,SUV,7,2021,11,7932,37001
Hyundai,Verna,Sedan,8,2021,11,1648,37001
Hyundai,"Xcent, Aura",Sedan,6,2021,11,2562,37001
Jeep,Compass,SUV,17.79,2021,11,1052,1052
Jeep,Wrangler,SUV,56.33,2021,11,,1052
Kia,Carnival,Van,25.48,2021,11,636,14214
Kia,Seltos,SUV,9.95,2021,11,8859,14214
Kia,Sonet,SUV,9.95,2021,11,4719,14214
Mahindra,Alturas G4,SUV,28.85,2021,11,80,19400
Mahindra,Bolero,SUV,8.99,2021,11,5442,19400
Mahindra,KUV100,SUV,6.19,2021,11,,19400
Mahindra,Marazzo,SUV,12.79,2021,11,99,19400
Mahindra,Scorpio,SUV,13.18,2021,11,3370,19400
Mahindra,Thar,SUV,13.17,2021,11,3181,19400
Mahindra,"Verito, Vibe",Sedan,10,2021,11,16,19400
Mahindra,XUV300,SUV,8.16,2021,11,4005,19400
Mahindra,XUV500,SUV,13,2021,11,,19400
Mahindra,XUV700,SUV,12.96,2021,11,3207,19400
Maruti Suzuki,Alto,Hatchback,3.25,2021,11,13812,109722
Maruti Suzuki,Baleno,Hatchback,6.03,2021,11,9931,109722
Maruti Suzuki,Celerio,Hatchback,5.14,2021,11,5968,109722
Maruti Suzuki,Ciaz,Sedan,8.67,2021,11,1089,109722
Maruti Suzuki,Dzire,Sedan,6.09,2021,11,8196,109722
Maruti Suzuki,Eeco,Van,4.53,2021,11,9571,109722
Maruti Suzuki,Ertiga,MUV,8.11,2021,11,8752,109722
Maruti Suzuki,Ignis,Hatchback,5.08,2021,11,1499,109722
Maruti Suzuki,S-Cross,SUV,8.6,2021,11,1782,109722
Maruti Suzuki,S-Presso,SUV,3.85,2021,11,3661,109722
Maruti Suzuki,Swift,Hatchback,5.9,2021,11,14568,109722
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,11,10760,109722
Maruti Suzuki,WagonR,Hatchback,5.16,2021,11,16853,109722
Maruti Suzuki,XL6,MUV,10.01,2021,11,3280,109722
MG,Astor,SUV,9.98,2021,11,1018,2481
MG,Gloster,SUV,30.99,2021,11,102,2481
MG,Hector,SUV,13.95,2021,11,1210,2481
MG,ZS EV,SUV,21.49,2021,11,151,2481
Nissan,Kicks,SUV,9.5,2021,11,100,2392
Nissan,Magnite,SUV,5.77,2021,11,2292,2392
Renault,Duster,SUV,9.85,2021,11,221,5052
Renault,Kiger,SUV,5.79,2021,11,2062,5052
Renault,Kwid,Hatchback,4.24,2021,11,926,5052
Renault,Triber,MUV,5.67,2021,11,1843,5052
Skoda,Karoq,SUV,24.99,2021,11,,2196
Skoda,Kodiaq,SUV,34.99,2021,11,,2196
Skoda,Kushaq,SUV,10.98,2021,11,1876,2196
Skoda,Octavia,Sedan,26.29,2021,11,194,2196
Skoda,Rapid,Sedan,11.99,2021,11,22,2196
Skoda,Superb,Sedan,32.85,2021,11,104,2196
Tata,Altroz,Hatchback,5.99,2021,11,3025,29780
Tata,Harrier,SUV,14.49,2021,11,2607,29780
Tata,Nexon,SUV,7.39,2021,11,9831,29780
Tata,Punch,SUV,5.56,2021,11,6110,29780
Tata,Safari,MUV,14.99,2021,11,1424,29780
Tata,Tiago,Hatchback,5.19,2021,11,4998,29780
Tata,Tigor,Hatchback,5.79,2021,11,1785,29780
Toyota,Camry,Sedan,41.7,2021,11,51,13002
Toyota,Fortuner,MUV,31.38,2021,11,1844,13002
Toyota,Glanza,Hatchback,7.69,2021,11,1904,13002
Toyota,Innova,MUV,17.3,2021,11,6300,13002
Toyota,Urban Cruiser,SUV,8.87,2021,11,2850,13002
Toyota,Vellfire,Van,89.85,2021,11,53,13002
Toyota,Yaris,Sedan,9.29,2021,11,,13002
Volkswagen,Polo,Hatchback,6.49,2021,11,197,3154
Volkswagen,Taigun,SUV,11,2021,11,2849,3154
Volkswagen,Tiguan,SUV,11,2021,11,,3154
Volkswagen,T-Roc,SUV,21.35,2021,11,1,3154
Volkswagen,Vento,Sedan,10,2021,11,107,3154
Datsun,Go,Hatchback,4.03,2021,12,,227
Datsun,Go Plus,MUV,4.26,2021,12,,227
Datsun,RediGo,Hatchback,3.98,2021,12,227,227
Honda,Amaze,Sedan,6.39,2021,12,3659,7973
Honda,City,Sedan,11.23,2021,12,3743,7973
Honda,Jazz,Hatchback,7.72,2021,12,486,7973
Honda,WRV,SUV,8.83,2021,12,85,7973
Hyundai,Alcazar,SUV,16.34,2021,12,1002,32312
Hyundai,Creta,SUV,10.22,2021,12,7609,32312
Hyundai,Elantra,Sedan,17.86,2021,12,,32312
Hyundai,Grand i10,Hatchback,5,2021,12,6151,32312
Hyundai,i20,Hatchback,4.88,2021,12,3150,32312
Hyundai,Kona,Electric,23,2021,12,10,32312
Hyundai,Santro,Hatchback,3.13,2021,12,1298,32312
Hyundai,Tucson,SUV,23,2021,12,35,32312
Hyundai,Venue,SUV,7,2021,12,10360,32312
Hyundai,Verna,Sedan,8,2021,12,982,32312
Hyundai,"Xcent, Aura",Sedan,6,2021,12,1715,32312
Jeep,Compass,SUV,17.79,2021,12,916,916
Jeep,Wrangler,SUV,56.33,2021,12,,916
Kia,Carnival,Van,25.48,2021,12,207,7797
Kia,Seltos,SUV,9.95,2021,12,4012,7797
Kia,Sonet,SUV,9.95,2021,12,3578,7797
Mahindra,Alturas G4,SUV,28.85,2021,12,18,17476
Mahindra,Bolero,SUV,8.99,2021,12,5314,17476
Mahindra,KUV100,SUV,6.19,2021,12,,17476
Mahindra,Marazzo,SUV,12.79,2021,12,2,17476
Mahindra,Scorpio,SUV,13.18,2021,12,1757,17476
Mahindra,Thar,SUV,13.17,2021,12,2138,17476
Mahindra,"Verito, Vibe",Sedan,10,2021,12,7,17476
Mahindra,XUV300,SUV,8.16,2021,12,4260,17476
Mahindra,XUV500,SUV,13,2021,12,,17476
Mahindra,XUV700,SUV,12.96,2021,12,3980,17476
Maruti Suzuki,Alto,Hatchback,3.25,2021,12,11170,123016
Maruti Suzuki,Baleno,Hatchback,6.03,2021,12,14458,123016
Maruti Suzuki,Celerio,Hatchback,5.14,2021,12,5656,123016
Maruti Suzuki,Ciaz,Sedan,8.67,2021,12,1204,123016
Maruti Suzuki,Dzire,Sedan,6.09,2021,12,10633,123016
Maruti Suzuki,Eeco,Van,4.53,2021,12,9165,123016
Maruti Suzuki,Ertiga,MUV,8.11,2021,12,11840,123016
Maruti Suzuki,Ignis,Hatchback,5.08,2021,12,3209,123016
Maruti Suzuki,S-Cross,SUV,8.6,2021,12,1521,123016
Maruti Suzuki,S-Presso,SUV,3.85,2021,12,5150,123016
Maruti Suzuki,Swift,Hatchback,5.9,2021,12,15661,123016
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,12,9531,123016
Maruti Suzuki,WagonR,Hatchback,5.16,2021,12,19728,123016
Maruti Suzuki,XL6,MUV,10.01,2021,12,4090,123016
MG,Astor,SUV,9.98,2021,12,1125,2550
MG,Gloster,SUV,30.99,2021,12,108,2550
MG,Hector,SUV,13.95,2021,12,1215,2550
MG,ZS EV,SUV,21.49,2021,12,102,2550
Nissan,Kicks,SUV,9.5,2021,12,130,2783
Nissan,Magnite,SUV,5.77,2021,12,2653,2783
Renault,Duster,SUV,9.85,2021,12,56,6130
Renault,Kiger,SUV,5.79,2021,12,2117,6130
Renault,Kwid,Hatchback,4.24,2021,12,1056,6130
Renault,Triber,MUV,5.67,2021,12,2901,6130
Skoda,Karoq,SUV,24.99,2021,12,,3233
Skoda,Kodiaq,SUV,34.99,2021,12,55,3233
Skoda,Kushaq,SUV,10.98,2021,12,2840,3233
Skoda,Octavia,Sedan,26.29,2021,12,164,3233
Skoda,Rapid,Sedan,11.99,2021,12,158,3233
Skoda,Superb,Sedan,32.85,2021,12,16,3233
Tata,Altroz,Hatchback,5.99,2021,12,5009,35300
Tata,Harrier,SUV,14.49,2021,12,2234,35300
Tata,Nexon,SUV,7.39,2021,12,12899,35300
Tata,Punch,SUV,5.56,2021,12,8008,35300
Tata,Safari,MUV,14.99,2021,12,1481,35300
Tata,Tiago,Hatchback,5.19,2021,12,3675,35300
Tata,Tigor,Hatchback,5.79,2021,12,1994,35300
Toyota,Camry,Sedan,41.7,2021,12,1,10833
Toyota,Fortuner,MUV,31.38,2021,12,1827,10833
Toyota,Glanza,Hatchback,7.69,2021,12,2634,10833
Toyota,Innova,MUV,17.3,2021,12,3989,10833
Toyota,Urban Cruiser,SUV,8.87,2021,12,2359,10833
Toyota,Vellfire,Van,89.85,2021,12,23,10833
Toyota,Yaris,Sedan,9.29,2021,12,,10833
Volkswagen,Polo,Hatchback,6.49,2021,12,762,3700
Volkswagen,Taigun,SUV,11,2021,12,2828,3700
Volkswagen,Tiguan,SUV,11,2021,12,40,3700
Volkswagen,T-Roc,SUV,21.35,2021,12,,3700
Volkswagen,Vento,Sedan,10,2021,12,70,3700
