OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE,SALE OUT OF
Mahindra,TUV300,SUV,15,2020,7,,10904
Mahindra,"Verito, Vibe",Sedan,10,2020,7,6,10904
Mahindra,XUV300,SUV,8.16,2020,7,2519,10904
Mahindra,XUV500,SUV,13,2020,7,813,10904
Maruti Suzuki,Alto,Hatchback,3.25,2020,7,13654,97768
Maruti Suzuki,Baleno,Hatchback,6.03,2020,7,11575,97768
Maruti Suzuki,Celerio,Hatchback,5.14,2020,7,4799,97768
Maruti Suzuki,Ciaz,Sedan,8.67,2020,7,1303,97768
Maruti Suzuki,Dzire,Sedan,6.09,2020,7,9046,97768
Maruti Suzuki,Eeco,Van,4.53,2020,7,8501,97768
Maruti Suzuki,Ertiga,MUV,8.11,2020,7,8504,97768
Maruti Suzuki,Gypsy,SUV,6.5,2020,7,541,97768
Maruti Suzuki,Ignis,Hatchback,5.08,2020,7,2421,97768
Maruti Suzuki,S-Cross,SUV,8.6,2020,7,451,97768
Maruti Suzuki,S-Presso,SUV,3.85,2020,7,3604,97768
Maruti Suzuki,Swift,Hatchback,5.9,2020,7,10173,97768
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,7,7807,97768
Maruti Suzuki,WagonR,Hatchback,5.16,2020,7,13515,97768
Maruti Suzuki,XL6,MUV,10.01,2020,7,1874,97768
MG,Gloster,SUV,30.99,2020,7,,2105
MG,Hector,SUV,13.95,2020,7,2023,2105
MG,ZS EV,SUV,21.49,2020,7,82,2105
Nissan,Kicks,SUV,9.5,2020,7,88,88
Nissan,Magnite,SUV,5.77,2020,7,,88
Renault,Captur,SUV,9.5,2020,7,,6422
Renault,Duster,SUV,9.85,2020,7,339,6422
Renault,Kwid,Hatchback,4.24,2020,7,3007,6422
Renault,Triber,MUV,5.67,2020,7,3076,6422
Skoda,Karoq,SUV,24.99,2020,7,130,922
Skoda,Kodiaq,SUV,34.99,2020,7,,922
Skoda,Octavia,Sedan,26.29,2020,7,8,922
Skoda,Rapid,Sedan,11.99,2020,7,738,922
Skoda,Superb,Sedan,32.85,2020,7,46,922
Tata,Altroz,Hatchback,5.99,2020,7,3636,15012
Tata,Harrier,SUV,14.49,2020,7,985,15012
Tata,Hexa,MUV,13.69,2020,7,,15012
Tata,Nexon,SUV,7.39,2020,7,4327,15012
Tata,Tiago,Hatchback,5.19,2020,7,5337,15012
Tata,Tigor,Hatchback,5.79,2020,7,727,15012
Toyota,Camry,Sedan,41.7,2020,7,9,5386
Toyota,Fortuner,MUV,31.38,2020,7,896,5386
Toyota,Glanza,Hatchback,7.69,2020,7,1323,5386
Toyota,Innova,MUV,17.3,2020,7,2927,5386
Toyota,Urban Cruiser,SUV,8.87,2020,7,,5386
Toyota,Vellfire,Van,89.85,2020,7,16,5386
Toyota,Yaris,Sedan,9.29,2020,7,215,5386
Volkswagen,Polo,Hatchback,6.49,2020,7,1146,1887
Volkswagen,Tiguan,SUV,11,2020,7,183,1887
Volkswagen,T-Roc,SUV,21.35,2020,7,348,1887
Volkswagen,Vento,Sedan,10,2020,7,210,1887
Datsun,Go,Hatchback,4.03,2020,8,52,618
Datsun,Go Plus,MUV,4.26,2020,8,65,618
Datsun,RediGo,Hatchback,3.98,2020,8,501,618
Honda,Amaze,Sedan,6.39,2020,8,3684,7509
Honda,City,Sedan,11.23,2020,8,2299,7509
Honda,Civic,Sedan,17.95,2020,8,204,7509
Honda,CRV,MUV,20,2020,8,10,7509
Honda,Jazz,Hatchback,7.72,2020,8,583,7509
Honda,WRV,SUV,8.83,2020,8,729,7509
Hyundai,Creta,SUV,10.22,2020,8,11758,45809
Hyundai,Elantra,Sedan,17.86,2020,8,26,45809
Hyundai,Elite i20,Hatchback,5.57,2020,8,7765,45809
Hyundai,Grand i10,Hatchback,5,2020,8,10190,45809
Hyundai,Kona,Electric,23,2020,8,26,45809
Hyundai,Santro,Hatchback,3.13,2020,8,2395,45809
Hyundai,Tucson,SUV,23,2020,8,139,45809
Hyundai,Venue,SUV,7,2020,8,8267,45809
Hyundai,Verna,Sedan,8,2020,8,2015,45809
Hyundai,"Xcent, Aura",Sedan,6,2020,8,3228,45809
Jeep,Compass,SUV,17.79,2020,8,468,468
Jeep,Wrangler,SUV,56.33,2020,8,,468
Kia,Carnival,Van,25.48,2020,8,198,10853
Kia,Seltos,SUV,9.95,2020,8,10655,10853
Kia,Sonet,SUV,9.95,2020,8,,10853
Mahindra,Alturas G4,SUV,28.85,2020,8,1,13407
Mahindra,Bolero,SUV,8.99,2020,8,5487,13407
Mahindra,KUV100,SUV,6.19,2020,8,48,13407
Mahindra,Marazzo,SUV,12.79,2020,8,635,13407
Mahindra,Scorpio,SUV,13.18,2020,8,3327,13407
Mahindra,Thar,SUV,13.17,2020,8,,13407
Mahindra,TUV300,SUV,15,2020,8,,13407
Mahindra,"Verito, Vibe",Sedan,10,2020,8,,13407
Mahindra,XUV300,SUV,8.16,2020,8,2990,13407
Mahindra,XUV500,SUV,13,2020,8,919,13407
Maruti Suzuki,Alto,Hatchback,3.25,2020,8,14397,113033
Maruti Suzuki,Baleno,Hatchback,6.03,2020,8,10742,113033
Maruti Suzuki,Celerio,Hatchback,5.14,2020,8,5684,113033
Maruti Suzuki,Ciaz,Sedan,8.67,2020,8,1223,113033
Maruti Suzuki,Dzire,Sedan,6.09,2020,8,13629,113033
Maruti Suzuki,Eeco,Van,4.53,2020,8,9115,113033
Maruti Suzuki,Ertiga,MUV,8.11,2020,8,9302,113033
Maruti Suzuki,Gypsy,SUV,6.5,2020,8,452,113033
Maruti Suzuki,Ignis,Hatchback,5.08,2020,8,3262,113033
Maruti Suzuki,S-Cross,SUV,8.6,2020,8,2527,113033
Maruti Suzuki,S-Presso,SUV,3.85,2020,8,5312,113033
Maruti Suzuki,Swift,Hatchback,5.9,2020,8,14869,113033
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,8,6903,113033
Maruti Suzuki,WagonR,Hatchback,5.16,2020,8,13770,113033
Maruti Suzuki,XL6,MUV,10.01,2020,8,1846,113033
MG,Gloster,SUV,30.99,2020,8,,2851
MG,Hector,SUV,13.95,2020,8,2732,2851
MG,ZS EV,SUV,21.49,2020,8,119,2851
Nissan,Kicks,SUV,9.5,2020,8,192,192
Nissan,Magnite,SUV,5.77,2020,8,,192
Renault,Captur,SUV,9.5,2020,8,,8060
Renault,Duster,SUV,9.85,2020,8,477,8060
Renault,Kwid,Hatchback,4.24,2020,8,3677,8060
Renault,Triber,MUV,5.67,2020,8,3906,8060
Skoda,Karoq,SUV,24.99,2020,8,175,1003
Skoda,Kodiaq,SUV,34.99,2020,8,,1003
Skoda,Octavia,Sedan,26.29,2020,8,9,1003
Skoda,Rapid,Sedan,11.99,2020,8,697,1003
Skoda,Superb,Sedan,32.85,2020,8,122,1003
Tata,Altroz,Hatchback,5.99,2020,8,4951,18583
Tata,Harrier,SUV,14.49,2020,8,1694,18583
Tata,Hexa,MUV,13.69,2020,8,,18583
Tata,Nexon,SUV,7.39,2020,8,5179,18583
Tata,Tiago,Hatchback,5.19,2020,8,5743,18583
Tata,Tigor,Hatchback,5.79,2020,8,1016,18583
Toyota,Camry,Sedan,41.7,2020,8,7,5555
Toyota,Fortuner,MUV,31.38,2020,8,733,5555
Toyota,Glanza,Hatchback,7.69,2020,8,1418,5555
Toyota,Innova,MUV,17.3,2020,8,2943,5555
Toyota,Urban Cruiser,SUV,8.87,2020,8,,5555
Toyota,Vellfire,Van,89.85,2020,8,16,5555
Toyota,Yaris,Sedan,9.29,2020,8,438,5555
Volkswagen,Polo,Hatchback,6.49,2020,8,1008,1470
Volkswagen,Tiguan,SUV,11,2020,8,63,1470
Volkswagen,T-Roc,SUV,21.35,2020,8,227,1470
Volkswagen,Vento,Sedan,10,2020,8,172,1470
Datsun,Go,Hatchback,4.03,2020,9,55,722
Datsun,Go Plus,MUV,4.26,2020,9,55,722
Datsun,RediGo,Hatchback,3.98,2020,9,612,722
Honda,Amaze,Sedan,6.39,2020,9,5416,10199
Honda,City,Sedan,11.23,2020,9,2709,10199
Honda,Civic,Sedan,17.95,2020,9,181,10199
Honda,CRV,MUV,20,2020,9,21,10199
Honda,Jazz,Hatchback,7.72,2020,9,748,10199
Honda,WRV,SUV,8.83,2020,9,1124,10199
Hyundai,Creta,SUV,10.22,2020,9,12325,50313
Hyundai,Elantra,Sedan,17.86,2020,9,24,50313
Hyundai,Elite i20,Hatchback,5.57,2020,9,9852,50313
Hyundai,Grand i10,Hatchback,5,2020,9,10385,50313
Hyundai,Kona,Electric,23,2020,9,29,50313
Hyundai,Santro,Hatchback,3.13,2020,9,3034,50313
Hyundai,Tucson,SUV,23,2020,9,85,50313
Hyundai,Venue,SUV,7,2020,9,8469,50313
Hyundai,Verna,Sedan,8,2020,9,2228,50313
Hyundai,"Xcent, Aura",Sedan,6,2020,9,3882,50313
Jeep,Compass,SUV,17.79,2020,9,554,554
Jeep,Wrangler,SUV,56.33,2020,9,,554
Kia,Carnival,Van,25.48,2020,9,331,18676
Kia,Seltos,SUV,9.95,2020,9,9079,18676
Kia,Sonet,SUV,9.95,2020,9,9266,18676
Mahindra,Alturas G4,SUV,28.85,2020,9,73,14664
Mahindra,Bolero,SUV,8.99,2020,9,5797,14664
Mahindra,KUV100,SUV,6.19,2020,9,35,14664
Mahindra,Marazzo,SUV,12.79,2020,9,936,14664
Mahindra,Scorpio,SUV,13.18,2020,9,3527,14664
Mahindra,Thar,SUV,13.17,2020,9,,14664
Mahindra,TUV300,SUV,15,2020,9,,14664
Mahindra,"Verito, Vibe",Sedan,10,2020,9,1,14664
Mahindra,XUV300,SUV,8.16,2020,9,3700,14664
Mahindra,XUV500,SUV,13,2020,9,595,14664
Maruti Suzuki,Alto,Hatchback,3.25,2020,9,18246,147912
Maruti Suzuki,Baleno,Hatchback,6.03,2020,9,19433,147912
Maruti Suzuki,Celerio,Hatchback,5.14,2020,9,7250,147912
Maruti Suzuki,Ciaz,Sedan,8.67,2020,9,1534,147912
Maruti Suzuki,Dzire,Sedan,6.09,2020,9,13988,147912
Maruti Suzuki,Eeco,Van,4.53,2020,9,11220,147912
Maruti Suzuki,Ertiga,MUV,8.11,2020,9,9982,147912
Maruti Suzuki,Gypsy,SUV,6.5,2020,9,379,147912
Maruti Suzuki,Ignis,Hatchback,5.08,2020,9,3318,147912
Maruti Suzuki,S-Cross,SUV,8.6,2020,9,2098,147912
Maruti Suzuki,S-Presso,SUV,3.85,2020,9,9000,147912
Maruti Suzuki,Swift,Hatchback,5.9,2020,9,22643,147912
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,9,9153,147912
Maruti Suzuki,WagonR,Hatchback,5.16,2020,9,17581,147912
Maruti Suzuki,XL6,MUV,10.01,2020,9,2087,147912
MG,Gloster,SUV,30.99,2020,9,,2537
MG,Hector,SUV,13.95,2020,9,2410,2537
MG,ZS EV,SUV,21.49,2020,9,127,2537
Nissan,Kicks,SUV,9.5,2020,9,58,58
Nissan,Magnite,SUV,5.77,2020,9,,58
Renault,Captur,SUV,9.5,2020,9,,8805
Renault,Duster,SUV,9.85,2020,9,133,8805
Renault,Kwid,Hatchback,4.24,2020,9,4513,8805
Renault,Triber,MUV,5.67,2020,9,4159,8805
Skoda,Karoq,SUV,24.99,2020,9,240,1312
Skoda,Kodiaq,SUV,34.99,2020,9,,1312
Skoda,Octavia,Sedan,26.29,2020,9,17,1312
Skoda,Rapid,Sedan,11.99,2020,9,907,1312
Skoda,Superb,Sedan,32.85,2020,9,148,1312
Tata,Altroz,Hatchback,5.99,2020,9,5952,21200
Tata,Harrier,SUV,14.49,2020,9,1755,21200
Tata,Hexa,MUV,13.69,2020,9,,21200
Tata,Nexon,SUV,7.39,2020,9,6007,21200
Tata,Tiago,Hatchback,5.19,2020,9,6080,21200
Tata,Tigor,Hatchback,5.79,2020,9,1406,21200
Toyota,Camry,Sedan,41.7,2020,9,21,8116
Toyota,Fortuner,MUV,31.38,2020,9,1045,8116
Toyota,Glanza,Hatchback,7.69,2020,9,2572,8116
Toyota,Innova,MUV,17.3,2020,9,4087,8116
Toyota,Urban Cruiser,SUV,8.87,2020,9,,8116
Toyota,Vellfire,Van,89.85,2020,9,14,8116
Toyota,Yaris,Sedan,9.29,2020,9,377,8116
Volkswagen,Polo,Hatchback,6.49,2020,9,1585,2050
Volkswagen,Tiguan,SUV,11,2020,9,24,2050
Volkswagen,T-Roc,SUV,21.35,2020,9,233,2050
Volkswagen,Vento,Sedan,10,2020,9,208,2050
Datsun,Go,Hatchback,4.03,2020,10,43,983
Datsun,Go Plus,MUV,4.26,2020,10,30,983
Datsun,RediGo,Hatchback,3.98,2020,10,910,983
Honda,Amaze,Sedan,6.39,2020,10,4709,10836
Honda,City,Sedan,11.23,2020,10,4124,10836
Honda,Civic,Sedan,17.95,2020,10,230,10836
Honda,CRV,MUV,20,2020,10,31,10836
Honda,Jazz,Hatchback,7.72,2020,10,642,10836
Honda,WRV,SUV,8.83,2020,10,1100,10836
Hyundai,Creta,SUV,10.22,2020,10,14023,56605
Hyundai,Elantra,Sedan,17.86,2020,10,46,56605
Hyundai,Elite i20,Hatchback,5.57,2020,10,8399,56605
Hyundai,Grand i10,Hatchback,5,2020,10,14003,56605
Hyundai,Kona,Electric,23,2020,10,13,56605
Hyundai,Santro,Hatchback,3.13,2020,10,3463,56605
Hyundai,Tucson,SUV,23,2020,10,87,56605
Hyundai,Venue,SUV,7,2020,10,8828,56605
Hyundai,Verna,Sedan,8,2020,10,2166,56605
Hyundai,"Xcent, Aura",Sedan,6,2020,10,5577,56605
Jeep,Compass,SUV,17.79,2020,10,832,832
Jeep,Wrangler,SUV,56.33,2020,10,,832
Kia,Carnival,Van,25.48,2020,10,400,21021
Kia,Seltos,SUV,9.95,2020,10,8900,21021
Kia,Sonet,SUV,9.95,2020,10,11721,21021
Mahindra,Alturas G4,SUV,28.85,2020,10,69,18318
Mahindra,Bolero,SUV,8.99,2020,10,7624,18318
Mahindra,KUV100,SUV,6.19,2020,10,35,18318
Mahindra,Marazzo,SUV,12.79,2020,10,737,18318
Mahindra,Scorpio,SUV,13.18,2020,10,3961,18318
Mahindra,Thar,SUV,13.17,2020,10,,18318
Mahindra,TUV300,SUV,15,2020,10,,18318
Mahindra,"Verito, Vibe",Sedan,10,2020,10,1,18318
Mahindra,XUV300,SUV,8.16,2020,10,4882,18318
Mahindra,XUV500,SUV,13,2020,10,1009,18318
Maruti Suzuki,Alto,Hatchback,3.25,2020,10,17850,163656
Maruti Suzuki,Baleno,Hatchback,6.03,2020,10,21971,163656
Maruti Suzuki,Celerio,Hatchback,5.14,2020,10,7574,163656
Maruti Suzuki,Ciaz,Sedan,8.67,2020,10,1422,163656
Maruti Suzuki,Dzire,Sedan,6.09,2020,10,17675,163656
Maruti Suzuki,Eeco,Van,4.53,2020,10,13309,163656
Maruti Suzuki,Ertiga,MUV,8.11,2020,10,7748,163656
Maruti Suzuki,Gypsy,SUV,6.5,2020,10,596,163656
Maruti Suzuki,Ignis,Hatchback,5.08,2020,10,4555,163656
Maruti Suzuki,S-Cross,SUV,8.6,2020,10,2526,163656
Maruti Suzuki,S-Presso,SUV,3.85,2020,10,10612,163656
Maruti Suzuki,Swift,Hatchback,5.9,2020,10,24589,163656
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,10,12087,163656
Maruti Suzuki,WagonR,Hatchback,5.16,2020,10,18703,163656
Maruti Suzuki,XL6,MUV,10.01,2020,10,2439,163656
MG,Gloster,SUV,30.99,2020,10,,3750
MG,Hector,SUV,13.95,2020,10,3625,3750
MG,ZS EV,SUV,21.49,2020,10,125,3750
Nissan,Kicks,SUV,9.5,2020,10,122,122
Nissan,Magnite,SUV,5.77,2020,10,,122
Renault,Captur,SUV,9.5,2020,10,,11005
Renault,Duster,SUV,9.85,2020,10,362,11005
Renault,Kwid,Hatchback,4.24,2020,10,5371,11005
Renault,Triber,MUV,5.67,2020,10,5272,11005
Skoda,Karoq,SUV,24.99,2020,10,182,1421
Skoda,Kodiaq,SUV,34.99,2020,10,,1421
Skoda,Octavia,Sedan,26.29,2020,10,31,1421
Skoda,Rapid,Sedan,11.99,2020,10,1024,1421
Skoda,Superb,Sedan,32.85,2020,10,184,1421
Tata,Altroz,Hatchback,5.99,2020,10,6730,23600
Tata,Harrier,SUV,14.49,2020,10,2398,23600
Tata,Hexa,MUV,13.69,2020,10,,23600
Tata,Nexon,SUV,7.39,2020,10,6888,23600
Tata,Tiago,Hatchback,5.19,2020,10,6083,23600
Tata,Tigor,Hatchback,5.79,2020,10,1501,23600
Toyota,Camry,Sedan,41.7,2020,10,38,12373
Toyota,Fortuner,MUV,31.38,2020,10,1472,12373
Toyota,Glanza,Hatchback,7.69,2020,10,2978,12373
Toyota,Innova,MUV,17.3,2020,10,4477,12373
Toyota,Urban Cruiser,SUV,8.87,2020,10,3006,12373
Toyota,Vellfire,Van,89.85,2020,10,29,12373
Toyota,Yaris,Sedan,9.29,2020,10,373,12373
Volkswagen,Polo,Hatchback,6.49,2020,10,1564,2054
Volkswagen,Tiguan,SUV,11,2020,10,170,2054
Volkswagen,T-Roc,SUV,21.35,2020,10,89,2054
Volkswagen,Vento,Sedan,10,2020,10,231,2054
Datsun,Go,Hatchback,4.03,2020,11,13,859
Datsun,Go Plus,MUV,4.26,2020,11,17,859
Datsun,RediGo,Hatchback,3.98,2020,11,829,859
Honda,Amaze,Sedan,6.39,2020,11,4706,9990
Honda,City,Sedan,11.23,2020,11,3523,9990
Honda,Civic,Sedan,17.95,2020,11,143,9990
Honda,CRV,MUV,20,2020,11,27,9990
Honda,Jazz,Hatchback,7.72,2020,11,633,9990
Honda,WRV,SUV,8.83,2020,11,958,9990
Hyundai,Creta,SUV,10.22,2020,11,12017,48800
Hyundai,Elantra,Sedan,17.86,2020,11,38,48800
Hyundai,Elite i20,Hatchback,5.57,2020,11,9096,48800
Hyundai,Grand i10,Hatchback,5,2020,11,10936,48800
Hyundai,Kona,Electric,23,2020,11,,48800
Hyundai,Santro,Hatchback,3.13,2020,11,2822,48800
Hyundai,Tucson,SUV,23,2020,11,76,48800
Hyundai,Venue,SUV,7,2020,11,9265,48800
Hyundai,Verna,Sedan,8,2020,11,1487,48800
Hyundai,"Xcent, Aura",Sedan,6,2020,11,3063,48800
Jeep,Compass,SUV,17.79,2020,11,702,709
Jeep,Wrangler,SUV,56.33,2020,11,7,709
Kia,Carnival,Van,25.48,2020,11,400,21022
Kia,Seltos,SUV,9.95,2020,11,9205,21022
Kia,Sonet,SUV,9.95,2020,11,11417,21022
Mahindra,Alturas G4,SUV,28.85,2020,11,23,17971
Mahindra,Bolero,SUV,8.99,2020,11,6055,17971
Mahindra,KUV100,SUV,6.19,2020,11,23,17971
Mahindra,Marazzo,SUV,12.79,2020,11,226,17971
Mahindra,Scorpio,SUV,13.18,2020,11,3725,17971
Mahindra,Thar,SUV,13.17,2020,11,2569,17971
Mahindra,TUV300,SUV,15,2020,11,,17971
Mahindra,"Verito, Vibe",Sedan,10,2020,11,,17971
Mahindra,XUV300,SUV,8.16,2020,11,4458,17971
Mahindra,XUV500,SUV,13,2020,11,892,17971
Maruti Suzuki,Alto,Hatchback,3.25,2020,11,15321,135775
Maruti Suzuki,Baleno,Hatchback,6.03,2020,11,17872,135775
Maruti Suzuki,Celerio,Hatchback,5.14,2020,11,6533,135775
Maruti Suzuki,Ciaz,Sedan,8.67,2020,11,1870,135775
Maruti Suzuki,Dzire,Sedan,6.09,2020,11,13536,135775
Maruti Suzuki,Eeco,Van,4.53,2020,11,11183,135775
Maruti Suzuki,Ertiga,MUV,8.11,2020,11,9557,135775
Maruti Suzuki,Gypsy,SUV,6.5,2020,11,93,135775
Maruti Suzuki,Ignis,Hatchback,5.08,2020,11,3935,135775
Maruti Suzuki,S-Cross,SUV,8.6,2020,11,2877,135775
Maruti Suzuki,S-Presso,SUV,3.85,2020,11,7018,135775
Maruti Suzuki,Swift,Hatchback,5.9,2020,11,18498,135775
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,11,7838,135775
Maruti Suzuki,WagonR,Hatchback,5.16,2020,11,16256,135775
Maruti Suzuki,XL6,MUV,10.01,2020,11,3388,135775
MG,Gloster,SUV,30.99,2020,11,627,4163
MG,Hector,SUV,13.95,2020,11,3426,4163
MG,ZS EV,SUV,21.49,2020,11,110,4163
Nissan,Kicks,SUV,9.5,2020,11,158,158
Nissan,Magnite,SUV,5.77,2020,11,,158
Renault,Captur,SUV,9.5,2020,11,,10181
Renault,Duster,SUV,9.85,2020,11,416,10181
Renault,Kwid,Hatchback,4.24,2020,11,4956,10181
Renault,Triber,MUV,5.67,2020,11,4809,10181
Skoda,Karoq,SUV,24.99,2020,11,5,1056
Skoda,Kodiaq,SUV,34.99,2020,11,,1056
Skoda,Octavia,Sedan,26.29,2020,11,20,1056
Skoda,Rapid,Sedan,11.99,2020,11,813,1056
Skoda,Superb,Sedan,32.85,2020,11,218,1056
Tata,Altroz,Hatchback,5.99,2020,11,6260,21640
Tata,Harrier,SUV,14.49,2020,11,2210,21640
Tata,Hexa,MUV,13.69,2020,11,,21640
Tata,Nexon,SUV,7.39,2020,11,6021,21640
Tata,Tiago,Hatchback,5.19,2020,11,5890,21640
Tata,Tigor,Hatchback,5.79,2020,11,1259,21640
Toyota,Camry,Sedan,41.7,2020,11,32,8508
Toyota,Fortuner,MUV,31.38,2020,11,656,8508
Toyota,Glanza,Hatchback,7.69,2020,11,2428,8508
Toyota,Innova,MUV,17.3,2020,11,2192,8508
Toyota,Urban Cruiser,SUV,8.87,2020,11,2832,8508
Toyota,Vellfire,Van,89.85,2020,11,23,8508
Toyota,Yaris,Sedan,9.29,2020,11,345,8508
Volkswagen,Polo,Hatchback,6.49,2020,11,1130,1412
Volkswagen,Tiguan,SUV,11,2020,11,138,1412
Volkswagen,T-Roc,SUV,21.35,2020,11,19,1412
Volkswagen,Vento,Sedan,10,2020,11,125,1412
Datsun,Go,Hatchback,4.03,2020,12,,502
Datsun,Go Plus,MUV,4.26,2020,12,,502
Datsun,RediGo,Hatchback,3.98,2020,12,502,502
Honda,Amaze,Sedan,6.39,2020,12,4385,8638
Honda,City,Sedan,11.23,2020,12,2717,8638
Honda,Civic,Sedan,17.95,2020,12,,8638
Honda,CRV,MUV,20,2020,12,4,8638
Honda,Jazz,Hatchback,7.72,2020,12,602,8638
Honda,WRV,SUV,8.83,2020,12,930,8638
Hyundai,Creta,SUV,10.22,2020,12,10592,47400
Hyundai,Elantra,Sedan,17.86,2020,12,15,47400
Hyundai,Elite i20,Hatchback,5.57,2020,12,8004,47400
Hyundai,Grand i10,Hatchback,5,2020,12,10263,47400
Hyundai,Kona,Electric,23,2020,12,24,47400
Hyundai,Santro,Hatchback,3.13,2020,12,1960,47400
Hyundai,Tucson,SUV,23,2020,12,80,47400
Hyundai,Venue,SUV,7,2020,12,12313,47400
Hyundai,Verna,Sedan,8,2020,12,1036,47400
Hyundai,"Xcent, Aura",Sedan,6,2020,12,3113,47400
Jeep,Compass,SUV,17.79,2020,12,384,384
Jeep,Wrangler,SUV,56.33,2020,12,,384
Kia,Carnival,Van,25.48,2020,12,251,11818
Kia,Seltos,SUV,9.95,2020,12,5608,11818
Kia,Sonet,SUV,9.95,2020,12,5959,11818
Mahindra,Alturas G4,SUV,28.85,2020,12,9,18720
Mahindra,Bolero,SUV,8.99,2020,12,7723,18720
Mahindra,KUV100,SUV,6.19,2020,12,16,18720
Mahindra,Marazzo,SUV,12.79,2020,12,161,18720
Mahindra,Scorpio,SUV,13.18,2020,12,3417,18720
Mahindra,Thar,SUV,13.17,2020,12,2670,18720
Mahindra,TUV300,SUV,15,2020,12,,18720
Mahindra,"Verito, Vibe",Sedan,10,2020,12,,18720
Mahindra,XUV300,SUV,8.16,2020,12,3974,18720
Mahindra,XUV500,SUV,13,2020,12,750,18720
Maruti Suzuki,Alto,Hatchback,3.25,2020,12,18140,140754
Maruti Suzuki,Baleno,Hatchback,6.03,2020,12,18030,140754
Maruti Suzuki,Celerio,Hatchback,5.14,2020,12,6660,140754
Maruti Suzuki,Ciaz,Sedan,8.67,2020,12,1270,140754
Maruti Suzuki,Dzire,Sedan,6.09,2020,12,13868,140754
Maruti Suzuki,Eeco,Van,4.53,2020,12,11215,140754
Maruti Suzuki,Ertiga,MUV,8.11,2020,12,9177,140754
Maruti Suzuki,Gypsy,SUV,6.5,2020,12,,140754
Maruti Suzuki,Ignis,Hatchback,5.08,2020,12,3268,140754
Maruti Suzuki,S-Cross,SUV,8.6,2020,12,1185,140754
Maruti Suzuki,S-Presso,SUV,3.85,2020,12,6787,140754
Maruti Suzuki,Swift,Hatchback,5.9,2020,12,18131,140754
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,12,12251,140754
Maruti Suzuki,WagonR,Hatchback,5.16,2020,12,17684,140754
Maruti Suzuki,XL6,MUV,10.01,2020,12,3088,140754
MG,Gloster,SUV,30.99,2020,12,458,4010
MG,Hector,SUV,13.95,2020,12,3430,4010
MG,ZS EV,SUV,21.49,2020,12,122,4010
Nissan,Kicks,SUV,9.5,2020,12,97,657
Nissan,Magnite,SUV,5.77,2020,12,560,657
Renault,Captur,SUV,9.5,2020,12,,9800
Renault,Duster,SUV,9.85,2020,12,494,9800
Renault,Kwid,Hatchback,4.24,2020,12,4335,9800
Renault,Triber,MUV,5.67,2020,12,4971,9800
Skoda,Karoq,SUV,24.99,2020,12,4,1303
Skoda,Kodiaq,SUV,34.99,2020,12,,1303
Skoda,Octavia,Sedan,26.29,2020,12,22,1303
Skoda,Rapid,Sedan,11.99,2020,12,1015,1303
Skoda,Superb,Sedan,32.85,2020,12,262,1303
Tata,Altroz,Hatchback,5.99,2020,12,6600,23546
Tata,Harrier,SUV,14.49,2020,12,2223,23546
Tata,Hexa,MUV,13.69,2020,12,,23546
Tata,Nexon,SUV,7.39,2020,12,6835,23546
Tata,Tiago,Hatchback,5.19,2020,12,6066,23546
Tata,Tigor,Hatchback,5.79,2020,12,1822,23546
Toyota,Camry,Sedan,41.7,2020,12,33,7487
Toyota,Fortuner,MUV,31.38,2020,12,584,7487
Toyota,Glanza,Hatchback,7.69,2020,12,2102,7487
Toyota,Innova,MUV,17.3,2020,12,2764,7487
Toyota,Urban Cruiser,SUV,8.87,2020,12,1762,7487
Toyota,Vellfire,Van,89.85,2020,12,16,7487
Toyota,Yaris,Sedan,9.29,2020,12,226,7487
Volkswagen,Polo,Hatchback,6.49,2020,12,1805,2401
Volkswagen,Tiguan,SUV,11,2020,12,247,2401
Volkswagen,T-Roc,SUV,21.35,2020,12,1,2401
Volkswagen,Vento,Sedan,10,2020,12,348,2401
Datsun,Go,Hatchback,4.03,2021,1,30,840
Datsun,Go Plus,MUV,4.26,2021,1,30,840
Datsun,RediGo,Hatchback,3.98,2021,1,780,840
Honda,Amaze,Sedan,6.39,2021,1,5477,10319
Honda,City,Sedan,11.23,2021,1,2667,10319
Honda,Civic,Sedan,17.95,2021,1,,10319
Honda,CRV,MUV,20,2021,1,11,10319
Honda,Jazz,Hatchback,7.72,2021,1,953,10319
Honda,WRV,SUV,8.83,2021,1,1211,10319
Hyundai,Alcazar,SUV,16.34,2021,1,,52005
Hyundai,Creta,SUV,10.22,2021,1,12284,52005
Hyundai,Elantra,Sedan,17.86,2021,1,32,52005
Hyundai,Grand i10,Hatchback,5,2021,1,10865,52005
Hyundai,i20,Hatchback,4.88,2021,1,8505,52005
Hyundai,Kona,Electric,23,2021,1,21,52005
Hyundai,Santro,Hatchback,3.13,2021,1,2211,52005
Hyundai,Tucson,SUV,23,2021,1,125,52005
Hyundai,Venue,SUV,7,2021,1,11779,52005
Hyundai,Verna,Sedan,8,2021,1,2000,52005
